index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369
174,49,48,47,44,52,50,38,44,50,50,50,52,52,50,39,50,55,50,47,48,53,51,46,41,32,50,52,52,52,49,54,54,48,55,48,44,54,51,53,50,43,54,46,53,51,52,52,51,52,50,51,51,55,50,51,49,51,51,52,50,51,52,50,55,53,51,46,42,53,53,52,53,47,54,50,51,52,51,55,54,52,49,46,53,33,56,51,51,51,50,51,50,44,50,52,47,52,52,50,50,54,53,53,54,49,50,52,49,50,54,51,53,46,52,52,52,54,53,52,53,51,48,53,47,50,54,52,51,60,50,51,49,52,51,55,52,49,50,53,52,51,51,52,49,51,53,52,52,47,59,48,66,56,38,37,53,56,51,50,51,51,49,51,51,51,53,56,50,46,47,51,55,52,53,-10,52,52,53,23,52,44,52,52,50,52,52,51,52,56,52,54,50,49,50,52,20,52,54,54,53,53,52,56,52,24,46,54,54,49,50,51,46,56,53,54,56,22,46,53,51,53,27,28,30,44,56,51,51,55,52,66,48,55,53,30,47,52,52,48,51,22,21,20,71,59,48,52,53,56,49,46,49,43,47,44,46,47,76,48,69,53,66,52,49,36,74,57,54,71,52,49,51,52,53,48,50,43,51,53,46,75,41,53,25,50,55,48,51,58,50,49,57,54,47,46,45,22,47,44,42,69,47,59,44,54,48,50,22,57,49,54,51,42,47,53,60,58,51,52,59,53,65,52,53,51,52,45,52,47,49,50,28,48,52,68,69,50,54,43,23,54,46,20,73,60,61,67,68,27,59,24,45,53,50,58,53,46,21,49,43,63,64,40,22,64,47,49,56,66,28
175,49,47,56,51,53,54,30,54,52,31,52,51,52,55,52,52,54,51,53,47,57,31,35,47,28,53,53,52,52,50,52,51,53,59,41,53,56,56,50,53,43,59,51,55,50,53,42,48,52,50,52,54,51,46,50,49,54,51,48,53,56,56,48,28,51,52,53,52,31,47,52,50,51,51,54,50,50,48,59,50,48,38,34,30,47,55,50,52,48,51,55,44,54,49,55,34,53,55,52,55,29,52,54,32,54,50,46,52,54,56,54,58,30,56,48,52,59,53,26,51,57,51,58,47,50,51,49,52,51,49,51,52,54,54,53,53,52,52,50,53,52,50,50,49,50,57,53,49,52,54,50,54,55,51,45,38,56,51,50,54,51,48,50,54,24,53,53,50,47,53,53,52,50,50,56,-10,57,50,52,52,55,52,49,53,52,29,56,51,58,50,58,52,54,27,49,25,33,47,50,51,52,58,52,54,50,24,53,58,46,50,55,48,57,52,49,52,54,54,50,54,51,46,50,55,23,57,51,23,48,50,71,51,60,51,53,53,52,52,52,55,27,26,24,52,51,26,57,50,55,46,52,58,22,29,24,51,58,56,60,53,57,57,54,53,24,55,54,55,55,55,45,51,54,54,23,25,23,55,57,56,69,58,55,51,53,59,47,53,56,53,50,56,52,81,25,59,26,50,55,24,74,47,45,25,56,29,56,52,25,53,58,53,48,55,53,56,52,47,55,63,55,53,50,57,56,49,24,50,62,49,51,55,55,56,72,64,52,58,26,58,48,49,55,45,55,65,58,75,73,53,28,51,57,53,57,53,84,25,52,29,70,68,48,29,55,28,52,75,78,47
176,41,43,51,48,50,46,52,48,49,48,46,52,49,47,40,46,51,46,46,49,53,44,41,46,52,51,48,52,50,46,50,52,49,51,51,50,50,46,53,46,47,49,52,52,46,51,48,49,50,44,47,46,52,45,47,48,48,46,46,47,52,48,46,51,52,51,53,52,49,52,50,53,49,48,53,43,54,45,51,46,45,48,50,50,48,52,50,51,44,44,48,49,41,45,48,52,50,48,51,47,51,54,48,46,49,46,53,51,48,52,49,49,46,49,54,50,51,51,51,53,46,44,50,46,44,53,51,48,58,50,53,45,48,50,54,49,49,48,52,48,47,46,49,44,52,54,48,52,43,54,43,52,53,43,47,52,53,47,35,51,45,42,47,49,48,50,53,47,50,48,51,52,48,52,48,50,-10,54,51,51,46,48,48,47,50,52,50,45,53,25,55,45,49,52,48,47,49,54,50,52,49,52,52,48,23,50,54,51,45,46,46,47,52,49,52,52,52,50,47,37,50,49,52,52,48,53,52,47,52,51,93,49,52,46,47,52,48,48,47,50,49,16,16,66,55,48,48,53,53,46,45,55,48,43,51,49,53,75,52,54,49,62,53,59,33,52,53,52,68,52,45,52,48,49,49,49,46,26,50,54,72,46,57,54,47,47,47,44,55,49,49,48,51,76,47,51,18,51,58,38,79,60,62,22,47,58,49,53,48,50,68,50,45,51,45,63,62,62,57,49,51,51,17,62,57,55,50,69,72,45,50,65,53,61,68,66,53,67,56,65,66,58,63,74,62,79,64,69,71,54,52,65,67,46,62,66,77,43,47,51,68,43,42,45,19,35,51,71,75,67
177,50,46,48,53,53,49,51,52,50,54,51,51,54,52,49,47,51,50,55,50,56,46,37,51,58,52,50,54,50,50,51,52,50,58,52,52,56,51,30,51,53,59,53,52,48,53,49,50,53,50,51,51,52,47,49,49,54,49,47,50,54,55,50,58,47,52,52,51,54,50,53,49,55,33,27,54,29,46,58,55,52,37,58,50,50,57,53,53,49,53,52,42,54,49,56,54,52,53,52,51,51,28,52,51,50,48,49,50,50,53,53,53,50,53,52,51,57,54,54,49,51,49,52,50,50,27,49,50,47,50,30,48,52,54,55,25,53,53,47,52,51,51,47,50,52,53,51,51,49,52,44,50,53,49,47,52,56,52,48,51,49,47,49,52,52,55,56,48,51,52,54,48,52,51,54,47,58,-10,51,53,53,52,53,52,55,50,55,51,40,51,57,52,51,26,47,23,49,29,23,52,50,57,53,51,49,51,27,57,44,48,49,53,53,53,48,55,52,51,44,56,51,56,53,52,21,55,50,51,49,51,66,50,58,30,52,25,51,57,36,51,22,31,23,53,57,26,53,48,52,52,51,57,49,26,49,51,55,53,58,53,53,54,56,55,23,51,50,52,52,52,52,51,52,54,50,53,20,55,53,59,75,55,51,57,51,56,46,52,54,53,50,56,57,83,25,56,24,24,54,23,69,56,62,21,56,56,51,50,52,54,54,54,46,54,51,58,58,52,55,59,54,51,54,52,56,52,22,53,59,52,51,54,53,52,75,58,52,55,53,56,55,57,54,73,61,64,71,76,77,59,51,50,54,33,53,53,84,22,52,56,68,65,49,25,65,52,50,78,82,74
178,47,51,48,46,50,49,52,47,54,48,50,54,51,53,49,46,52,51,49,48,56,51,36,52,52,54,51,51,53,50,47,49,51,58,28,52,56,54,53,52,44,57,49,53,54,51,43,48,54,47,53,53,50,47,49,51,47,52,50,48,54,55,50,57,48,52,52,53,56,48,50,56,44,49,53,54,49,48,57,55,54,44,57,48,41,58,53,49,48,48,51,44,48,51,54,55,51,53,52,51,45,50,52,50,54,49,49,50,53,53,52,54,35,56,49,52,57,50,52,48,54,52,56,49,53,46,48,51,47,48,49,47,52,54,56,50,49,53,45,52,52,51,49,48,51,55,51,53,50,55,44,53,53,53,44,53,58,53,49,52,48,47,48,52,51,46,56,48,52,55,54,48,52,50,24,48,55,51,-10,55,53,51,48,55,51,48,55,48,50,49,57,51,52,26,46,23,48,49,56,49,51,49,53,53,48,22,54,57,52,49,49,47,55,52,49,50,30,52,53,52,49,26,48,53,51,56,48,54,47,47,90,50,58,49,48,24,56,52,49,53,46,24,22,51,52,24,55,49,53,52,51,42,19,24,48,50,56,54,59,55,55,55,46,52,39,53,49,53,53,53,49,51,54,52,47,53,21,47,52,55,66,58,56,45,51,52,46,51,52,52,48,56,59,71,23,57,26,23,54,23,87,57,59,23,33,29,58,46,54,49,56,53,53,23,52,56,50,46,60,61,55,53,51,52,56,49,51,49,61,48,47,50,27,29,74,72,47,56,25,45,52,29,45,71,62,52,70,75,51,57,29,48,55,53,61,50,70,23,48,50,69,67,48,44,58,32,48,74,79,25
179,49,49,53,51,38,46,51,51,46,59,47,49,43,52,50,49,53,50,52,49,60,49,38,52,55,53,52,27,53,51,53,54,49,60,51,53,42,46,51,54,44,52,53,54,48,44,48,52,41,49,52,52,51,47,48,45,52,49,50,51,59,53,47,60,52,47,23,28,55,53,51,52,30,51,56,49,23,49,54,49,49,46,58,51,48,60,52,52,47,51,51,44,51,47,58,57,25,55,53,53,49,48,53,53,52,50,46,49,52,55,54,27,51,31,54,35,59,46,28,53,52,50,55,46,50,52,48,49,47,50,54,45,46,56,52,48,25,53,53,48,53,51,48,47,52,57,53,48,49,55,49,52,55,50,48,54,55,52,49,53,50,46,49,51,53,52,53,47,53,53,59,53,45,51,51,48,55,52,54,-10,51,49,48,59,51,50,48,52,55,49,56,51,53,55,50,28,48,54,54,54,53,51,54,52,20,24,54,59,48,50,52,48,51,53,48,56,55,53,49,51,56,52,49,54,24,53,51,21,58,53,91,50,55,53,54,53,53,50,51,53,47,47,25,52,54,25,54,51,54,52,25,57,46,21,47,53,56,55,61,54,54,56,52,57,25,53,55,54,54,54,46,49,26,54,53,46,22,59,55,63,76,59,42,58,52,49,45,54,49,47,49,54,60,85,47,59,27,29,57,26,74,59,72,22,52,52,25,51,53,51,52,52,47,51,43,54,57,55,59,62,28,48,51,51,58,47,25,56,63,27,47,58,24,55,73,74,49,57,50,60,58,55,50,74,64,73,72,74,77,59,53,48,57,54,48,57,78,25,27,54,69,68,47,48,68,51,59,73,76,55
180,46,46,49,46,50,47,52,37,49,52,47,52,48,46,52,49,51,48,44,47,57,49,33,47,58,49,53,42,48,47,51,53,47,58,42,49,53,48,51,51,52,54,48,51,48,50,51,52,48,50,46,48,45,47,48,46,48,50,47,49,49,47,50,57,50,46,50,44,46,50,55,57,46,51,51,55,52,50,57,52,50,43,54,50,49,57,47,55,49,52,46,53,46,47,27,49,50,56,52,49,48,55,53,54,47,48,51,53,46,56,49,49,50,50,52,50,57,50,50,53,48,46,50,46,46,51,50,52,51,53,50,47,52,54,27,51,51,52,50,49,49,48,48,48,55,49,48,51,46,56,48,52,60,51,48,57,57,48,49,55,49,47,48,49,46,51,59,46,57,49,55,55,47,51,43,50,48,52,52,51,-10,28,52,49,55,50,50,50,52,50,58,50,53,23,52,24,49,51,23,53,29,57,56,52,50,55,49,57,47,48,51,47,56,32,52,53,51,45,51,50,56,50,52,58,51,59,50,48,56,56,62,47,51,51,47,50,49,26,52,54,18,20,22,55,29,54,56,52,57,52,50,47,50,49,24,49,49,77,50,56,56,68,48,51,23,54,53,54,74,59,50,53,51,55,51,53,48,52,56,48,73,43,59,49,50,50,45,52,50,49,48,51,58,82,53,58,26,51,46,44,65,49,50,24,55,48,53,53,53,26,62,25,47,28,29,55,55,48,60,53,48,34,26,51,50,44,52,52,49,49,49,62,25,52,70,72,49,50,51,55,50,24,23,69,53,72,70,70,70,48,23,47,62,48,45,62,82,30,24,47,69,43,43,42,34,23,47,73,84,70
181,53,52,55,53,52,54,54,34,54,27,54,54,31,49,31,52,57,49,51,49,59,52,31,53,60,30,52,55,30,51,53,56,53,63,48,35,49,28,57,53,43,60,56,57,28,56,45,55,30,52,47,52,54,53,30,52,30,49,29,53,61,54,51,63,50,53,56,56,56,52,56,56,32,49,59,55,52,53,56,54,30,46,57,53,52,56,50,51,52,26,33,42,31,51,35,62,48,55,55,31,28,57,33,50,51,49,50,52,51,62,52,56,58,52,56,54,58,55,30,27,28,25,54,23,52,52,26,38,51,26,27,26,47,56,38,52,52,52,49,32,32,28,30,26,56,41,35,51,53,52,48,57,56,56,49,61,57,54,49,60,28,50,52,30,55,50,60,51,61,35,60,55,30,57,58,54,58,58,57,56,35,-10,54,55,57,54,59,56,52,51,57,52,58,29,53,30,49,52,29,56,43,55,54,56,28,28,54,63,50,55,53,56,58,41,55,57,59,58,51,48,62,58,56,61,29,58,56,28,54,48,69,51,57,49,57,56,53,36,57,59,25,27,28,55,42,28,61,55,60,58,28,56,27,26,32,49,58,63,65,58,62,64,54,55,29,60,31,26,61,55,26,32,29,27,53,26,30,48,59,66,59,60,57,67,54,55,24,58,53,50,52,41,64,76,49,64,31,52,60,29,72,70,60,33,47,54,50,58,52,54,65,52,49,41,46,52,57,52,52,52,57,47,31,60,51,46,54,57,58,29,28,57,53,56,79,59,52,60,57,55,61,55,55,58,47,62,55,76,83,61,52,54,62,56,55,54,80,38,29,26,76,49,51,26,51,56,53,73,78,49
182,51,45,51,49,51,52,53,49,52,53,49,53,55,49,50,50,52,50,52,20,28,48,38,48,57,54,51,48,44,47,49,51,50,57,43,49,53,46,53,52,30,55,49,52,49,51,33,50,53,50,47,48,57,48,52,51,51,52,50,52,53,50,49,56,50,48,53,51,55,53,53,54,49,47,52,51,48,52,56,30,50,43,53,48,44,56,51,51,48,48,50,52,50,43,54,57,43,54,50,53,50,48,54,48,48,48,47,52,51,54,48,55,48,55,50,53,56,53,51,43,48,49,56,48,48,48,53,49,57,51,47,48,44,51,49,48,25,49,55,49,53,48,48,48,52,58,49,47,49,47,49,51,54,50,44,53,58,53,46,52,47,47,53,48,49,51,57,52,52,53,52,53,48,52,53,47,53,54,49,50,55,49,-10,53,50,23,47,30,48,28,56,48,51,52,30,22,48,54,50,51,49,34,52,51,27,43,51,56,51,50,48,47,57,49,50,56,51,52,51,55,50,47,46,53,47,55,48,52,57,52,87,52,57,51,51,52,48,49,52,55,43,22,21,56,47,48,54,51,53,49,50,52,45,23,22,47,55,54,57,57,55,55,31,49,21,55,49,47,53,53,47,44,53,54,44,51,21,50,55,59,77,55,59,47,54,51,20,53,51,58,52,55,56,81,47,57,24,56,60,44,85,62,72,25,51,51,25,53,55,55,64,58,58,50,49,53,67,44,63,54,58,75,50,29,60,48,53,47,62,43,47,35,25,52,73,71,46,63,23,72,70,54,65,76,69,74,69,74,76,63,48,64,71,50,67,66,53,47,48,61,69,75,47,47,53,50,54,34,46,30
183,46,47,48,52,50,47,50,49,47,52,47,48,49,47,51,50,55,48,47,47,54,45,33,47,57,49,50,43,48,47,49,55,46,56,49,46,53,47,55,50,51,53,51,51,47,50,52,48,49,50,48,47,56,46,43,42,52,40,50,51,53,54,48,56,53,48,51,51,52,54,49,50,51,51,56,53,46,50,56,53,48,52,53,53,52,50,53,53,53,52,49,52,51,47,51,57,50,56,52,51,52,55,52,49,47,48,52,52,46,56,49,49,50,49,49,50,56,50,50,53,48,46,49,46,44,51,48,50,61,52,48,47,47,48,51,47,53,51,50,49,35,47,50,48,51,49,49,51,46,58,47,51,57,42,51,49,58,48,47,52,50,48,51,49,51,52,51,50,48,43,52,49,49,56,50,49,51,52,54,60,49,49,51,-10,54,54,54,50,52,50,56,49,46,51,51,22,53,51,53,55,50,53,57,48,50,54,50,55,49,27,48,42,58,49,55,49,55,55,51,50,55,49,52,56,51,56,53,48,56,55,62,46,56,51,51,50,49,27,57,54,18,20,21,52,50,56,50,48,40,51,49,57,47,48,27,55,50,57,52,47,47,45,55,48,21,56,54,56,56,50,50,31,52,54,23,56,24,53,21,56,70,47,52,61,50,25,48,51,59,60,51,26,67,81,50,49,40,54,49,43,65,52,70,26,40,50,54,50,53,63,22,50,22,50,53,68,29,39,62,54,58,69,47,58,29,45,49,57,28,49,45,58,46,60,68,71,25,49,61,60,59,61,30,74,27,72,69,68,71,48,49,25,46,49,44,58,82,26,50,44,24,69,45,49,69,65,47,69,82,68
184,51,51,59,55,29,22,50,53,54,51,53,51,45,50,52,53,54,50,53,49,61,51,36,53,60,50,53,52,55,49,51,51,53,63,47,24,35,53,54,50,46,56,51,55,53,38,46,50,43,49,51,53,52,48,50,51,55,48,52,49,63,60,49,63,50,24,54,57,51,46,53,55,51,51,56,50,50,50,63,50,50,45,57,46,49,60,56,51,47,50,49,40,54,48,55,64,35,55,53,50,50,53,25,52,48,50,45,54,53,55,47,55,52,30,51,52,59,38,27,50,54,48,44,47,51,24,50,51,47,51,50,48,45,57,59,28,52,52,48,53,50,50,51,46,50,58,53,49,50,51,46,52,56,51,48,55,56,51,49,54,49,44,50,50,50,56,55,48,54,52,63,50,54,49,53,49,54,55,51,52,56,51,49,54,-10,48,50,51,56,50,67,52,50,26,50,36,49,25,29,51,51,52,55,52,46,27,50,62,49,50,53,52,55,54,49,52,55,54,50,54,51,50,50,55,25,58,50,23,49,49,89,48,60,47,55,54,26,55,51,54,45,23,28,53,54,27,54,46,55,52,50,52,21,46,50,51,58,56,54,55,54,57,52,53,29,53,53,51,55,54,50,23,31,26,52,49,23,51,55,61,55,56,43,51,54,57,45,53,49,50,50,48,59,86,26,59,26,36,58,30,82,60,58,23,49,54,52,51,53,52,67,51,52,51,52,57,54,47,51,49,33,56,27,74,58,53,28,51,57,32,24,52,53,55,54,74,48,59,26,54,56,54,50,74,56,61,52,53,80,49,52,52,73,53,55,61,87,51,32,53,69,77,26,22,73,51,49,79,80,75
185,50,22,56,51,51,50,55,26,53,51,50,54,51,52,51,50,56,51,55,47,56,49,32,57,60,52,54,53,52,24,29,53,55,62,49,26,50,51,55,51,43,57,53,29,51,28,46,52,51,26,51,50,57,50,50,49,53,53,53,51,58,59,26,59,38,25,54,28,55,44,54,56,54,47,56,54,32,53,62,53,50,30,59,31,28,59,54,54,32,53,52,40,53,48,60,58,52,57,49,52,31,35,53,52,50,25,23,54,56,57,26,59,56,58,29,55,54,52,28,37,54,50,52,52,54,54,40,55,48,54,33,52,49,56,59,28,53,52,51,56,51,52,28,49,54,59,52,29,53,57,48,56,57,54,47,57,58,53,48,56,51,24,52,56,26,57,61,49,56,54,58,56,26,55,58,31,62,56,54,57,57,54,27,60,53,-10,59,53,59,53,58,55,56,50,54,27,47,49,27,53,56,55,28,56,49,27,55,61,53,55,57,55,58,56,53,54,56,52,57,57,60,55,53,57,26,60,51,51,58,52,74,56,54,53,57,56,55,57,54,56,30,31,27,70,56,52,58,53,57,53,27,60,24,40,25,53,55,58,56,58,58,59,58,60,27,56,55,51,55,56,28,52,52,51,46,28,25,61,59,63,62,60,58,62,52,60,47,55,59,55,52,53,61,85,51,60,28,52,58,27,77,61,70,26,53,51,52,53,52,60,59,58,48,57,57,59,54,57,60,60,55,54,51,57,61,55,52,56,59,27,51,59,53,55,55,59,51,57,50,61,60,51,50,70,57,55,58,54,77,57,52,53,58,44,56,53,81,26,27,38,73,70,27,48,70,52,54,62,74,58
186,47,49,43,49,46,46,51,46,55,48,52,53,55,53,53,41,54,45,52,50,56,51,42,52,55,48,49,56,50,51,48,56,50,54,48,53,56,52,50,47,48,55,52,53,46,50,51,49,48,50,53,47,55,50,46,51,43,52,51,46,55,55,50,54,37,48,44,48,48,38,56,54,48,50,50,50,54,49,54,52,46,29,50,52,51,53,51,51,48,49,46,51,46,50,54,47,56,54,54,48,46,44,49,49,51,52,43,50,49,54,48,48,45,47,53,48,54,57,48,52,48,43,56,49,50,44,38,47,56,49,48,51,43,54,47,52,53,48,56,50,48,47,51,43,50,56,47,53,49,57,48,49,53,51,48,53,51,53,51,50,51,48,53,54,46,50,56,48,54,46,54,51,51,52,50,51,53,53,53,47,50,52,45,53,49,52,-10,53,50,50,43,51,51,55,46,47,26,21,48,53,51,53,54,49,50,50,55,53,46,47,52,43,58,46,53,55,48,54,57,49,53,52,44,55,44,56,26,53,47,50,69,52,54,53,53,49,53,53,22,50,25,22,19,58,55,50,65,49,61,51,47,53,41,26,53,45,53,75,70,66,71,65,53,52,19,73,55,54,69,55,48,45,51,50,53,54,42,43,66,50,74,45,57,55,48,66,48,59,68,18,47,52,51,79,44,70,45,49,50,19,59,73,28,43,47,52,20,58,66,54,68,48,59,49,57,56,65,52,52,66,50,73,44,70,49,62,48,30,51,45,43,57,45,48,71,69,44,70,50,55,59,54,48,43,52,51,55,72,72,61,22,68,69,51,32,27,73,45,45,26,65,73,45,26,72,45,46,70,82,69
187,47,49,54,51,47,52,51,53,54,50,51,52,50,51,51,44,53,47,52,51,55,50,42,52,57,52,52,50,51,50,48,50,51,54,53,52,55,52,52,51,28,55,50,54,52,52,43,49,53,49,52,51,55,49,50,50,29,44,51,51,53,54,49,57,50,53,53,58,55,50,43,50,54,51,54,54,46,50,57,30,29,48,56,50,50,56,53,50,47,44,45,45,54,49,54,58,52,54,52,50,52,54,53,51,50,51,48,51,51,55,51,53,46,50,50,48,57,52,55,50,51,47,53,48,49,51,50,52,52,51,50,50,51,53,56,51,51,47,52,53,52,52,51,45,53,53,53,52,49,53,49,52,55,48,48,54,52,51,49,53,31,47,44,52,50,52,58,49,53,53,53,57,52,51,54,50,51,53,50,55,54,52,31,53,52,49,56,-10,56,32,56,48,52,51,31,23,25,51,53,50,54,50,53,52,49,51,54,53,50,42,52,53,58,54,50,51,53,53,52,53,54,55,50,54,22,55,50,51,45,23,67,49,57,50,54,48,53,43,51,48,23,22,22,56,53,51,58,49,54,51,22,58,21,23,52,54,56,55,61,58,57,56,53,57,22,56,54,54,54,54,51,52,53,53,54,53,22,40,58,72,67,51,54,61,57,53,49,23,26,52,21,53,62,73,44,62,44,54,62,44,70,63,60,26,53,55,54,55,53,55,66,52,50,53,54,69,68,53,53,23,54,57,23,35,57,51,51,62,77,46,44,46,47,55,70,68,46,58,54,56,57,55,52,64,57,62,70,70,67,46,46,68,69,52,59,63,69,43,46,52,72,76,43,23,71,56,45,49,54,58
188,50,50,48,47,54,52,54,53,59,54,48,58,52,47,47,52,53,48,57,51,21,45,34,46,58,56,51,53,46,51,50,58,51,58,52,52,61,45,41,51,48,58,55,55,46,54,48,57,51,39,40,45,53,51,51,44,48,54,47,49,58,48,47,53,44,46,56,61,54,43,53,49,52,41,55,48,45,54,58,55,52,31,58,46,55,57,49,49,45,50,53,37,47,47,58,59,54,54,45,50,51,35,55,57,46,47,46,53,50,53,46,53,49,52,53,49,56,54,49,39,46,46,37,41,45,45,46,46,58,50,38,45,47,49,47,45,57,46,53,46,52,46,46,46,53,53,46,44,50,45,48,50,54,53,35,58,56,52,48,54,47,48,53,46,52,50,48,53,55,42,58,54,46,56,56,55,58,40,51,56,54,47,47,53,56,54,51,55,-10,47,46,18,53,25,52,42,45,54,55,57,46,48,53,49,48,42,26,57,52,47,46,55,53,46,53,59,52,55,54,54,55,56,54,58,43,59,27,44,48,53,67,48,58,28,55,25,46,47,28,52,22,29,23,61,22,45,53,32,49,28,51,56,46,28,43,49,58,76,57,48,53,69,47,58,39,51,21,45,69,56,47,49,51,48,46,53,43,48,53,59,74,55,56,57,51,56,17,53,54,52,44,48,56,78,45,56,24,55,54,23,69,59,60,21,60,46,58,58,48,54,58,51,45,53,58,56,69,39,53,63,49,66,51,45,56,52,52,62,69,45,52,58,51,55,66,68,50,45,54,56,61,59,56,59,53,63,55,72,70,54,50,64,52,31,51,63,80,42,42,27,68,67,45,27,71,51,49,78,82,73
189,46,52,55,30,52,52,54,51,56,56,52,52,54,53,45,52,54,52,55,50,34,52,36,52,59,53,49,26,53,49,54,53,52,60,51,50,54,54,54,53,26,58,50,57,53,53,38,52,55,51,53,52,60,23,50,51,32,51,41,54,56,54,50,60,50,51,30,57,58,52,52,53,54,48,56,52,52,32,60,33,35,47,58,51,50,59,56,53,50,52,55,47,32,49,57,59,51,57,55,54,52,56,56,54,52,49,41,53,23,58,52,56,50,56,53,55,60,54,49,52,52,51,54,49,50,52,52,27,49,26,51,51,51,56,53,52,54,53,41,50,53,24,52,48,53,56,53,51,51,51,52,54,57,47,46,55,54,52,47,56,45,49,30,52,54,54,56,47,56,55,56,56,52,54,56,51,33,56,53,54,56,50,32,55,54,52,56,34,52,-10,59,52,54,48,43,25,27,50,52,52,53,51,51,54,33,25,50,59,53,52,52,51,59,51,51,54,56,56,50,56,50,49,52,57,25,57,53,24,54,52,69,52,60,49,56,56,52,53,53,56,25,25,25,58,53,52,56,53,57,54,49,50,24,25,26,51,59,58,61,51,58,59,44,56,25,60,53,51,51,53,24,50,50,52,52,24,25,54,54,57,70,54,55,63,54,54,24,52,54,53,54,52,60,82,25,60,27,49,56,25,72,61,57,30,54,54,54,56,49,58,51,54,29,55,53,71,54,55,55,55,53,60,26,51,56,51,55,58,58,52,52,48,29,57,73,57,28,60,53,58,59,58,54,66,53,64,67,75,76,57,29,53,49,53,61,59,69,27,50,54,61,71,51,25,53,50,25,50,50,59
190,51,46,41,44,53,44,50,49,49,49,50,50,47,50,51,39,54,42,50,46,51,40,39,49,53,51,51,48,48,49,52,33,46,54,47,47,52,49,47,45,44,54,57,35,44,53,47,49,46,48,47,44,54,48,44,47,41,53,42,48,49,50,48,54,51,50,42,53,54,50,49,44,47,43,54,49,52,49,54,52,55,44,55,51,50,55,49,49,49,48,46,44,51,48,53,55,53,54,40,50,52,51,47,53,49,50,41,49,51,26,47,46,51,45,44,45,54,53,54,51,45,41,52,38,48,42,40,42,48,48,51,49,42,49,47,44,53,53,53,48,47,45,44,41,49,57,45,33,47,38,46,65,48,48,49,55,51,50,49,49,49,47,49,49,48,49,55,48,53,44,49,54,49,53,49,50,55,52,52,53,54,46,50,51,62,47,39,49,42,50,-10,49,47,54,52,18,51,55,51,30,46,55,28,51,51,52,54,53,50,50,49,52,56,44,24,55,55,52,55,50,53,54,54,54,42,51,56,45,55,54,93,48,54,56,52,44,49,45,55,43,54,52,19,52,49,54,63,58,61,59,47,55,44,19,45,43,68,74,70,43,69,65,69,71,35,72,16,34,25,25,28,46,46,43,47,30,41,41,69,70,77,43,63,75,62,64,39,65,68,16,55,67,76,79,42,70,43,53,71,41,87,72,68,42,62,60,60,68,65,67,66,67,58,66,65,65,65,65,59,61,56,73,47,69,61,61,46,66,70,45,47,67,59,64,69,28,43,69,59,69,74,68,62,72,47,71,36,71,73,55,41,66,69,52,64,63,80,45,46,40,71,72,44,40,73,63,47,74,78,70
