index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369
61,51,48,48,49,50,51,52,50,51,51,49,51,50,49,42,50,55,49,47,48,53,47,41,48,55,54,50,50,48,48,52,54,48,55,52,52,63,52,46,49,49,55,55,53,48,53,52,51,49,50,49,48,41,47,49,50,53,53,49,50,51,-10,49,55,52,48,46,52,41,52,50,53,50,50,46,29,47,51,53,51,49,53,55,48,46,53,51,51,47,23,53,50,26,47,55,54,46,47,50,53,52,51,50,49,48,48,50,51,47,54,48,59,53,59,53,48,54,50,48,47,48,47,50,48,47,48,52,49,50,23,47,48,47,51,49,48,50,48,46,48,52,48,46,23,51,56,22,46,49,47,48,52,56,46,21,54,56,21,33,51,49,45,51,48,56,53,56,45,53,54,51,46,48,56,51,52,52,54,54,53,47,48,49,54,59,52,56,52,47,49,54,47,49,48,56,20,46,48,49,54,49,54,55,51,25,48,55,54,49,50,48,54,55,47,55,47,47,40,55,55,53,56,56,55,47,52,54,51,55,45,89,52,55,45,54,56,48,49,57,52,44,46,19,57,48,47,52,51,56,52,48,58,45,46,48,59,56,78,55,57,52,65,49,53,36,55,48,47,71,51,46,48,52,53,48,48,47,30,52,57,75,53,53,57,51,54,19,53,53,51,49,57,54,64,46,54,21,51,27,42,87,57,75,25,57,49,54,54,49,22,54,56,27,45,51,66,59,53,59,53,50,66,45,55,55,53,51,54,44,48,52,55,48,52,71,69,26,55,59,57,56,49,47,74,62,78,67,73,56,59,50,50,24,41,60,54,65,22,45,42,48,66,46,47,65,63,43,74,80,70
62,24,49,54,52,55,52,51,52,51,52,53,52,52,50,53,33,55,52,51,48,57,49,36,53,54,53,55,53,51,50,54,56,49,59,47,52,55,53,55,50,41,52,54,50,52,54,42,49,52,36,53,53,52,51,50,48,54,49,52,51,56,56,-10,59,49,52,53,55,51,49,53,53,54,55,56,50,50,40,59,50,50,26,57,27,29,53,50,50,26,51,55,25,50,23,56,58,25,56,52,54,52,56,54,50,49,51,26,53,48,55,52,55,51,56,50,54,59,25,55,52,53,50,51,49,52,53,54,54,25,50,53,53,53,56,54,53,57,54,25,52,55,54,52,49,52,57,54,51,52,52,48,54,57,52,31,54,56,54,49,55,31,29,44,53,52,50,54,37,49,51,56,56,52,57,56,50,56,55,56,54,57,51,54,55,54,26,57,52,53,52,59,53,53,56,53,25,50,54,52,57,54,53,54,53,31,25,56,58,47,53,53,49,59,54,51,54,56,56,52,56,43,50,57,56,24,58,54,24,60,56,70,48,52,54,56,57,53,53,57,56,26,25,25,57,54,53,56,53,57,55,25,55,51,26,52,56,54,58,60,55,57,59,55,60,25,57,52,52,57,54,50,26,54,25,24,50,25,55,58,61,77,58,57,62,53,59,25,56,48,51,54,58,59,74,51,59,26,56,56,25,73,60,59,27,59,54,57,55,58,53,59,55,28,56,57,55,59,48,52,58,57,70,47,58,62,53,54,54,64,52,54,57,57,55,63,74,49,55,58,55,59,58,55,58,52,62,55,74,66,60,54,61,58,55,58,58,76,26,25,26,72,69,51,26,69,58,47,58,76,62
63,44,44,50,42,46,43,47,48,48,48,51,50,49,44,48,45,49,47,50,44,49,50,41,46,48,44,46,49,44,42,45,51,47,31,52,48,49,46,51,47,49,47,51,53,43,50,50,50,51,48,47,46,44,45,47,48,49,48,49,48,50,50,48,-10,51,47,50,54,50,19,51,51,42,48,52,50,49,48,49,49,49,19,50,50,50,50,49,49,24,48,53,46,51,42,53,50,46,49,49,53,48,50,54,51,50,51,44,49,46,54,56,55,45,56,53,44,49,52,46,50,52,49,46,46,49,47,48,53,46,48,52,50,44,49,52,55,53,44,46,54,52,52,55,49,50,52,53,52,46,54,47,60,53,48,46,50,54,52,50,29,50,47,49,56,44,52,51,45,49,52,25,50,55,57,50,19,50,53,52,55,53,52,50,51,58,48,50,50,48,50,53,50,48,46,50,41,50,54,45,53,53,50,54,46,49,44,55,48,48,51,52,49,53,53,52,50,47,49,54,53,48,51,50,50,43,51,50,42,50,50,69,38,49,53,49,57,55,52,54,49,26,46,14,72,62,45,66,53,47,18,42,66,42,41,40,61,64,73,65,71,65,60,65,68,31,71,54,58,66,61,43,50,46,47,42,44,40,65,66,71,74,39,58,69,65,60,48,54,63,57,53,63,23,74,43,65,36,51,67,36,69,67,59,41,63,49,58,64,45,64,62,63,54,63,64,61,60,60,58,61,51,68,41,65,65,57,44,54,63,43,49,63,43,59,66,64,40,64,45,68,67,63,58,65,62,60,62,67,69,56,44,63,67,46,44,50,75,41,45,47,67,68,40,46,68,47,57,69,75,65
64,52,49,56,53,28,54,54,26,53,53,53,51,52,25,26,50,56,52,52,49,55,30,35,54,57,53,53,26,53,49,52,53,51,62,42,52,52,24,33,24,41,53,32,50,54,28,44,52,27,26,50,54,53,51,25,51,54,51,53,51,58,58,49,62,-10,53,55,56,53,40,52,55,57,29,53,53,46,53,62,50,50,40,57,47,49,61,57,53,49,53,54,27,50,23,54,58,27,53,52,56,46,44,56,52,55,53,39,54,51,53,53,54,55,58,53,54,61,28,57,33,55,52,51,50,53,48,40,57,27,52,48,52,25,56,59,54,48,48,28,54,54,54,53,52,53,59,56,49,54,56,51,56,57,53,27,57,58,53,51,56,53,48,52,53,57,56,60,26,56,58,57,56,56,54,58,53,62,53,53,58,57,50,54,59,55,38,43,53,49,51,60,51,52,29,53,27,46,50,26,53,58,54,28,56,51,27,51,61,52,55,56,55,58,56,53,54,55,56,54,56,54,54,53,56,25,60,42,51,57,52,73,54,54,48,56,56,56,57,47,56,29,31,27,57,56,54,58,45,46,45,27,54,24,40,25,55,55,58,60,54,58,49,55,60,27,56,54,48,57,51,28,25,52,51,53,28,25,61,55,63,70,60,56,62,52,52,49,55,58,53,57,49,53,57,28,60,28,53,58,27,73,60,53,26,53,50,56,51,56,59,51,57,52,59,58,59,55,56,58,60,53,57,50,59,61,55,53,44,64,27,51,59,54,57,55,58,49,57,53,54,57,51,56,50,57,48,63,54,62,59,53,56,58,49,46,42,71,26,27,35,73,70,27,38,57,54,54,57,75,77
65,50,47,54,52,50,49,55,51,51,55,52,52,50,51,52,53,55,51,51,50,55,48,33,51,57,39,51,53,44,48,50,54,51,58,51,51,54,49,57,49,40,58,55,54,30,52,50,51,50,51,51,49,50,26,50,50,52,51,51,46,59,53,51,57,53,-10,54,53,55,53,50,54,52,51,55,53,51,52,59,55,54,25,59,25,53,61,53,53,51,54,52,28,53,49,52,53,53,50,50,53,51,53,52,51,51,28,24,53,51,58,31,52,54,54,52,53,53,28,53,51,31,50,28,51,51,51,52,30,28,52,50,50,35,54,52,50,55,50,52,32,50,51,51,52,56,54,50,50,51,50,53,56,52,52,24,61,56,32,26,59,25,23,55,51,51,55,63,24,57,54,60,58,33,59,56,53,59,56,57,53,52,52,52,53,29,24,54,55,51,51,59,51,48,27,53,29,51,54,29,58,52,54,51,54,25,27,52,63,55,53,51,50,59,52,58,58,58,57,56,54,52,53,51,64,34,57,25,49,55,50,67,51,57,55,51,50,33,52,59,58,23,49,28,57,52,51,57,53,59,55,49,58,29,24,31,53,58,66,60,59,58,67,51,64,28,57,34,49,54,61,25,50,29,49,33,49,33,53,59,62,64,59,60,55,55,54,23,54,56,37,32,27,60,67,27,60,27,53,60,29,70,64,53,27,59,51,60,56,52,62,62,50,52,54,59,58,30,58,61,60,60,57,31,62,62,47,57,58,67,29,33,57,50,60,55,58,53,59,51,60,57,58,57,72,58,66,69,55,59,32,57,55,61,52,56,56,68,30,29,53,71,73,27,51,53,26,38,70,75,75
66,49,49,49,51,54,51,50,50,53,53,49,53,51,52,53,46,54,50,53,49,54,50,40,46,53,51,53,53,52,50,53,53,49,58,48,50,54,51,54,52,43,51,51,53,51,54,35,52,53,49,52,51,47,49,51,50,46,51,50,52,55,48,49,57,52,51,-10,54,47,52,54,54,54,54,52,53,49,25,58,47,51,25,59,51,27,58,55,55,50,50,53,24,51,50,52,54,25,51,50,52,53,52,53,52,51,49,24,52,51,54,53,53,51,52,53,55,59,54,27,50,51,48,49,50,48,49,47,52,24,52,50,51,52,54,53,54,48,30,50,52,52,50,55,52,54,57,53,52,49,54,50,53,56,51,24,51,53,51,53,54,53,51,25,53,53,51,59,52,54,51,55,55,52,54,48,51,59,54,53,26,53,52,54,53,56,51,47,53,58,27,48,53,52,55,29,24,25,55,47,47,54,28,54,50,46,48,54,58,51,54,50,51,60,51,52,56,53,46,54,52,58,53,53,55,23,56,52,48,59,52,94,52,59,53,52,55,56,27,56,55,50,48,23,51,52,25,52,49,55,53,47,57,46,24,24,29,57,56,61,59,58,57,28,55,24,57,53,55,55,55,46,48,52,53,52,50,23,48,58,57,77,50,61,56,52,57,46,49,55,23,51,56,60,67,49,55,27,53,55,24,87,56,55,27,50,31,29,27,54,28,59,52,24,49,57,59,63,56,63,54,48,70,50,55,57,48,49,57,64,50,51,56,32,57,75,73,48,59,52,54,59,55,58,64,65,66,71,70,59,52,32,61,58,48,61,56,69,26,51,47,73,69,49,47,54,27,51,61,54,54
67,48,44,47,45,51,47,51,48,46,52,49,53,48,50,52,50,56,49,48,48,49,47,42,51,54,51,56,55,49,46,51,51,50,59,48,47,55,51,49,49,45,53,52,50,50,48,51,50,53,47,51,48,50,47,48,45,47,49,48,51,49,51,48,59,50,47,51,-10,50,50,52,50,51,23,52,53,51,47,55,50,51,47,58,23,50,60,52,53,49,51,52,24,45,47,48,58,27,58,50,51,51,50,54,53,53,47,46,51,48,51,49,55,49,55,50,49,59,52,38,50,52,49,50,46,50,50,48,50,24,50,52,46,23,53,51,27,51,27,24,49,52,53,30,50,51,62,52,50,50,57,53,69,56,50,48,60,61,53,50,56,52,46,54,54,48,52,60,47,58,48,56,53,48,52,42,48,55,50,52,28,45,50,50,51,56,22,49,55,60,52,57,51,54,28,48,25,50,54,49,51,51,54,50,55,20,23,52,58,46,49,51,49,62,53,49,60,52,49,52,48,58,51,51,59,48,54,53,47,58,52,92,51,59,51,56,52,54,55,50,59,48,48,23,52,55,26,64,49,65,51,48,52,46,22,22,25,48,80,49,70,64,69,55,58,40,78,48,67,74,67,47,49,51,53,51,45,47,68,65,47,78,42,54,59,72,51,47,66,51,47,50,53,66,84,47,66,34,48,45,46,90,48,67,48,53,57,26,32,55,31,65,52,47,51,28,60,63,48,57,68,55,25,46,53,52,49,24,69,48,48,47,70,26,27,62,73,50,41,48,59,67,44,21,70,70,74,71,68,69,59,25,46,66,58,64,48,79,47,48,48,68,68,41,40,51,49,52,74,77,70
68,46,46,50,51,53,45,47,52,49,27,50,50,53,52,49,48,55,47,50,50,55,34,44,51,50,49,51,50,49,47,49,55,52,55,50,52,55,51,53,48,47,55,49,50,48,54,47,43,53,46,49,50,28,46,48,48,51,52,53,45,56,42,46,55,48,50,46,51,-10,48,50,51,51,51,46,49,50,49,55,55,47,25,52,26,25,55,54,55,47,46,50,20,48,46,54,52,47,50,50,48,49,53,49,26,51,50,25,25,51,51,53,49,48,55,53,51,54,50,51,48,48,46,46,50,55,23,49,54,20,53,54,48,52,54,58,52,50,53,46,53,49,52,22,48,55,58,54,53,49,53,49,50,56,53,24,49,56,48,52,55,53,48,53,54,52,54,57,52,53,54,55,55,54,52,54,27,53,54,56,56,47,51,54,53,51,49,49,53,54,53,59,51,52,53,54,46,31,54,51,55,55,56,51,51,47,44,54,54,51,52,52,53,53,47,53,56,47,40,49,57,53,55,55,55,45,57,52,48,36,49,76,51,55,51,54,52,54,54,51,52,47,22,20,57,47,48,52,23,53,54,45,59,44,25,46,59,57,78,55,53,52,66,55,53,37,51,50,51,72,55,49,48,46,51,48,51,45,54,53,57,75,53,55,56,52,55,44,53,54,48,53,57,54,65,50,54,22,51,57,42,56,58,57,21,55,48,56,56,50,22,69,48,45,45,51,53,66,50,55,67,56,66,45,70,56,63,47,58,48,49,46,55,48,58,72,70,45,70,52,58,59,49,53,52,66,56,68,73,58,47,51,60,66,51,29,55,69,46,45,42,67,74,46,25,65,56,63,75,81,57
69,51,49,56,50,27,23,28,52,53,29,50,55,51,24,50,25,55,51,51,47,54,30,34,53,56,25,53,54,24,23,53,53,50,60,44,51,50,56,31,52,45,53,32,49,23,54,47,51,51,48,51,52,53,51,50,54,51,51,48,52,57,57,48,29,39,53,54,56,53,-10,52,55,56,28,55,56,48,50,61,49,50,47,57,44,47,60,57,53,45,52,54,27,50,22,54,57,27,53,52,55,48,48,56,43,57,50,36,53,50,53,53,53,54,57,52,54,60,53,57,41,54,52,26,49,52,53,35,56,26,52,49,49,25,57,58,54,54,57,27,52,54,53,50,51,54,58,55,53,53,56,51,55,57,53,27,56,57,53,51,55,52,46,52,50,56,56,60,25,55,58,54,57,55,54,57,48,61,55,53,59,56,51,57,59,50,43,44,52,48,53,60,55,55,47,53,26,45,53,26,53,57,54,49,55,48,26,51,60,53,52,49,54,58,55,52,54,56,55,53,56,59,54,52,56,25,59,38,55,57,51,73,55,61,48,56,54,55,56,53,55,29,30,26,70,55,54,57,45,48,40,27,57,23,37,52,55,59,57,61,58,57,58,60,59,26,56,53,56,56,56,27,49,52,51,54,27,24,57,58,63,62,59,60,61,55,60,47,55,57,50,49,49,52,69,50,60,28,50,57,26,71,60,44,26,57,52,57,52,56,60,58,53,48,67,58,54,53,56,59,59,57,70,51,58,61,57,51,42,63,50,51,58,52,54,54,59,50,59,57,57,59,52,55,51,56,42,62,53,62,55,49,53,58,50,44,34,71,26,51,33,57,69,26,37,69,46,54,54,79,58
70,46,49,53,50,51,41,53,48,52,44,32,53,51,48,50,48,57,52,51,50,56,46,32,37,53,53,53,53,51,46,50,54,50,59,54,53,54,30,51,47,53,60,50,49,28,48,50,50,51,45,38,49,55,46,50,51,52,47,51,52,55,53,50,59,49,48,55,56,53,49,-10,50,54,48,55,52,47,52,59,53,48,46,57,51,51,57,55,55,49,53,48,23,51,28,49,56,55,53,52,53,54,50,54,53,54,25,46,47,53,54,48,48,42,54,49,54,55,48,52,49,30,49,49,46,53,55,49,51,44,48,49,30,26,55,57,48,53,52,49,48,24,31,51,48,54,59,51,47,48,55,49,52,57,48,42,56,54,26,22,54,54,48,46,48,52,48,55,20,49,53,54,54,51,56,55,51,57,55,53,55,59,53,55,53,55,50,60,44,56,50,56,53,53,51,51,24,49,51,48,54,54,51,47,53,49,47,51,47,52,50,46,49,55,54,53,60,54,48,50,53,48,50,56,58,26,53,53,28,53,54,92,50,59,54,48,56,53,53,56,54,48,48,24,54,54,52,53,54,55,53,23,51,39,21,25,60,49,60,55,52,54,60,57,49,40,53,54,54,58,55,47,51,52,55,27,47,27,57,45,58,47,54,56,58,53,51,47,50,20,52,52,52,55,67,23,51,23,56,57,46,92,58,72,23,58,58,56,57,53,60,54,53,51,51,53,70,54,48,61,56,59,52,54,56,58,28,53,55,62,48,27,57,41,58,53,74,54,32,64,58,57,59,52,74,53,73,72,75,61,58,51,26,50,56,68,56,72,24,50,59,67,67,47,49,67,49,26,71,82,73
71,44,47,50,49,48,45,50,50,49,50,50,50,48,49,51,48,56,50,50,47,54,46,35,51,50,51,50,54,49,45,48,55,47,56,51,50,59,39,47,46,50,57,48,51,48,51,51,50,48,49,40,48,52,47,48,48,49,46,46,49,52,53,47,56,50,48,52,50,50,50,47,-10,52,53,53,49,48,46,56,51,50,52,57,48,48,55,52,52,47,51,52,20,52,24,56,57,53,49,47,50,51,47,55,51,25,48,46,52,50,52,54,60,48,54,46,50,56,50,56,47,30,51,47,45,51,49,48,50,41,51,51,52,48,52,51,51,56,50,46,49,51,31,51,47,52,57,50,52,46,52,47,50,57,46,50,55,51,49,19,52,52,45,52,53,57,54,56,47,50,52,44,56,54,51,52,46,57,48,55,52,57,50,53,50,54,50,55,48,48,48,48,51,50,48,47,21,48,49,47,57,49,48,52,50,47,46,49,55,44,22,32,51,52,53,47,57,52,55,48,55,54,47,55,56,48,57,50,27,57,52,88,54,56,46,54,50,54,50,53,51,45,46,21,64,54,54,52,47,53,50,20,48,30,46,50,51,55,58,63,28,25,50,55,57,21,50,23,52,57,57,46,51,53,48,26,46,25,56,29,67,48,29,53,56,51,50,45,45,53,50,51,50,72,81,46,56,41,48,56,43,88,58,75,20,48,63,65,50,51,72,52,68,46,69,50,68,52,67,55,54,53,50,49,72,46,47,22,74,67,48,48,70,49,66,64,71,49,58,61,67,74,69,48,78,51,77,69,74,76,56,48,52,47,46,66,71,80,49,48,65,65,75,47,46,75,49,24,68,81,72
72,49,50,55,46,47,48,52,53,55,47,51,54,41,52,51,52,56,52,49,47,51,48,38,49,51,53,56,35,51,50,52,54,56,58,52,53,49,49,51,51,54,58,53,56,51,55,51,54,47,50,51,50,49,48,51,50,48,51,52,51,53,53,52,50,54,50,55,55,53,54,54,56,-10,26,54,53,26,51,63,53,54,25,56,25,25,56,52,60,51,54,51,28,54,49,53,54,33,49,50,52,53,54,48,50,51,52,24,52,51,57,30,47,53,39,56,31,63,29,53,25,55,50,28,50,55,27,54,30,49,50,53,50,29,58,55,53,54,52,28,31,54,51,30,48,55,62,31,51,52,54,51,56,58,50,23,58,59,26,50,57,51,50,51,29,49,53,58,50,57,56,61,53,51,55,50,50,56,57,47,34,50,29,51,54,54,51,52,55,55,52,55,54,48,28,53,30,52,26,28,56,54,49,59,57,52,27,53,62,52,53,53,46,59,52,52,57,45,57,53,54,52,52,51,58,50,56,54,26,50,49,94,45,57,54,48,54,57,57,58,58,50,25,28,54,33,28,59,53,55,25,28,47,49,24,27,53,58,60,64,54,59,61,53,54,28,57,29,53,54,59,52,50,53,53,55,52,27,54,58,55,57,60,52,53,55,53,47,54,51,52,52,27,63,66,27,63,30,30,59,29,88,64,54,27,59,51,55,58,27,56,60,51,53,30,32,56,57,49,61,52,30,50,32,56,54,48,54,52,68,30,26,50,51,57,77,77,47,60,28,55,58,58,53,72,56,66,75,77,58,31,27,51,52,53,61,56,68,31,30,53,68,48,50,51,54,27,28,73,81,25
73,53,52,53,26,29,51,55,52,54,52,54,55,28,51,51,50,56,52,55,48,25,26,27,52,59,53,55,54,25,23,52,33,52,61,38,50,44,53,31,51,37,55,53,32,52,29,39,52,53,24,44,24,53,23,24,53,53,52,49,53,59,55,54,57,28,51,56,28,56,28,50,58,27,-10,49,58,50,53,64,56,55,28,62,43,45,62,58,54,43,53,52,30,54,46,52,58,28,50,53,53,54,55,56,56,54,51,28,53,53,54,51,52,54,56,44,55,61,50,55,50,53,51,29,50,52,54,53,53,29,50,53,51,26,58,58,50,54,52,31,50,52,52,40,52,56,56,52,48,53,57,53,55,46,54,24,57,60,49,50,56,50,47,52,50,55,59,60,24,56,56,59,60,52,47,58,52,56,38,54,56,56,47,51,56,56,46,56,53,45,48,52,56,56,37,53,28,41,30,28,53,53,51,32,55,49,30,28,63,54,51,59,57,57,56,53,54,57,56,30,56,59,53,53,57,26,60,50,51,63,52,69,53,56,28,56,50,51,57,33,53,25,33,29,61,56,44,57,43,57,52,30,62,24,28,50,53,57,58,60,57,57,59,56,60,29,55,52,47,52,56,33,46,50,40,52,33,25,56,57,63,62,60,53,61,54,60,47,57,56,53,52,53,61,67,33,60,28,49,56,29,72,60,52,25,60,52,53,54,49,56,59,60,48,52,56,56,52,53,56,62,52,54,50,59,60,55,52,57,64,28,49,59,49,53,57,58,53,58,45,56,59,53,50,75,56,56,65,57,56,59,52,51,56,34,56,58,69,26,28,50,72,70,29,44,69,53,51,53,72,53
74,50,48,50,53,51,50,52,51,51,47,52,53,53,50,50,49,58,50,53,48,55,50,43,52,55,50,52,54,53,50,53,50,53,58,52,51,49,52,51,52,48,59,53,55,52,53,52,50,51,48,52,48,46,49,49,51,50,50,51,50,56,47,51,57,48,51,51,53,46,51,53,54,51,45,-10,53,28,49,59,55,52,24,55,51,22,59,56,56,49,50,50,26,49,47,57,54,51,57,50,50,52,25,55,52,52,50,49,51,50,55,51,56,52,55,50,27,58,28,54,52,49,48,26,48,51,30,52,51,25,49,52,50,50,52,56,30,55,53,27,55,50,54,30,50,53,56,51,50,52,53,47,52,60,50,47,59,50,49,46,56,51,48,50,50,50,55,52,50,58,55,56,50,52,51,51,51,57,27,53,57,52,54,51,57,56,50,52,52,55,52,59,51,54,33,53,25,22,29,24,50,52,53,51,52,51,48,51,59,49,50,51,51,54,52,50,61,29,45,52,52,52,51,57,60,22,56,53,49,51,54,93,54,60,26,52,28,55,55,29,53,49,26,24,57,57,30,54,51,55,51,26,58,48,24,22,53,59,79,61,54,54,70,53,57,25,52,53,54,75,60,50,50,51,51,54,50,46,61,55,53,77,58,49,52,54,57,48,53,56,51,50,58,59,85,26,59,27,26,56,25,78,60,55,22,56,54,48,56,53,26,71,51,61,50,56,31,67,55,58,57,50,71,50,74,52,48,50,53,62,48,53,73,52,30,52,74,51,69,34,58,52,54,51,62,55,66,72,52,73,52,25,53,72,53,51,51,82,49,50,47,69,78,24,50,54,27,51,78,81,52
75,46,47,50,50,56,48,50,52,49,50,50,49,49,50,51,49,52,50,50,49,53,47,36,49,50,53,20,51,50,50,50,54,47,56,53,52,57,51,53,47,44,56,52,53,50,55,51,50,49,45,52,48,56,49,47,44,51,45,51,48,52,31,45,56,48,49,52,55,50,52,51,51,51,54,54,-10,48,49,55,48,49,52,57,48,47,54,50,52,47,25,52,21,51,52,56,55,48,55,51,54,48,54,50,50,50,50,53,51,49,54,49,51,54,53,54,53,46,21,56,49,50,50,47,45,49,49,53,50,41,25,49,49,49,52,50,49,55,50,46,50,50,50,48,25,51,58,50,48,51,48,49,54,54,51,46,53,54,52,31,51,51,22,52,49,53,54,53,45,52,55,52,38,50,55,52,47,48,54,55,51,57,50,50,54,51,49,52,52,49,48,55,49,50,50,55,21,47,50,49,54,50,56,54,52,27,46,56,55,50,24,49,54,58,50,47,56,55,52,48,58,55,57,53,53,48,56,54,21,56,47,90,56,56,47,53,56,49,50,55,51,46,48,20,59,50,49,50,54,54,54,45,54,46,47,48,56,55,55,60,57,56,55,51,57,37,55,50,48,54,54,37,48,53,48,50,49,22,29,55,72,77,66,58,61,49,58,21,47,59,51,50,54,78,81,47,57,49,50,52,21,88,57,76,25,57,57,61,57,51,53,56,62,30,53,61,67,56,53,60,52,54,67,48,55,60,54,50,54,61,49,48,56,51,57,72,69,40,56,60,58,56,58,62,75,62,79,68,74,75,61,50,54,50,48,66,55,81,23,49,50,64,66,46,48,66,64,51,75,78,71
76,52,51,53,52,54,54,55,53,53,57,55,53,52,51,52,48,56,51,50,49,58,45,38,51,58,52,55,56,51,51,54,54,52,63,50,52,54,56,57,52,46,55,34,50,24,53,49,52,52,49,54,50,55,51,53,52,55,48,52,52,59,53,49,60,46,51,52,57,55,48,49,53,28,50,33,52,-10,53,63,50,50,32,60,30,28,53,54,54,28,53,52,28,51,23,54,58,29,52,53,54,52,42,50,49,51,52,31,56,52,54,51,53,50,58,52,30,55,30,56,32,51,48,51,40,50,35,31,50,28,53,50,50,26,54,52,31,54,51,29,27,53,51,31,24,56,58,50,49,51,50,52,55,58,54,26,57,56,53,25,56,26,50,53,51,51,54,57,25,56,58,59,56,50,29,57,51,63,34,54,29,58,51,52,51,55,31,60,49,50,52,62,50,56,32,54,28,28,49,51,54,51,56,52,54,49,28,55,62,57,52,51,56,59,51,51,54,54,56,52,57,55,29,53,57,49,60,32,25,48,48,71,51,63,31,57,30,51,52,54,57,27,32,28,57,51,31,58,32,57,35,28,60,24,31,26,56,60,58,54,59,58,59,52,48,28,57,50,50,57,57,49,51,55,54,50,48,25,53,51,56,71,61,57,56,56,57,22,56,58,54,25,56,62,69,29,50,30,56,59,28,74,61,60,27,32,29,54,62,52,58,53,52,54,50,54,57,53,53,57,61,57,71,50,54,62,53,52,56,65,49,52,60,53,47,56,77,50,60,32,60,60,62,51,63,56,67,59,55,61,57,50,25,53,32,57,59,71,27,50,31,70,70,28,31,59,32,50,71,81,53
77,48,49,53,53,53,52,53,53,52,52,51,27,53,52,48,50,55,52,49,47,55,47,38,52,53,53,53,52,52,47,52,52,48,58,55,53,54,52,49,52,27,50,52,55,50,53,41,50,49,46,49,49,50,50,50,50,48,51,48,52,55,55,38,57,51,51,27,52,53,49,53,50,52,52,52,52,52,-10,56,52,53,24,55,26,28,57,54,52,47,42,53,23,52,47,55,57,24,54,50,53,54,54,54,52,51,48,24,51,53,57,53,56,53,54,52,52,56,53,54,24,52,51,23,50,50,50,51,51,44,52,51,52,50,54,56,53,53,54,49,50,53,53,53,50,51,57,52,52,50,54,50,53,56,49,28,54,53,53,27,54,33,26,46,54,54,53,60,30,58,55,54,55,55,52,55,48,52,50,52,53,55,51,55,55,54,51,54,51,57,31,57,51,52,52,48,24,26,52,52,52,51,54,53,53,33,23,55,56,44,49,53,53,59,56,49,52,55,57,53,54,36,51,51,59,23,56,51,49,59,50,91,53,58,52,55,52,56,53,52,54,47,23,23,57,48,52,55,49,59,53,48,54,22,24,52,55,57,80,56,59,58,69,54,61,23,57,53,54,75,56,51,25,54,52,51,52,49,53,57,55,69,52,54,60,52,54,47,50,60,51,52,54,79,71,52,58,52,54,54,23,87,57,65,27,54,53,53,51,54,55,58,53,27,54,52,70,58,55,57,63,55,52,24,30,54,56,23,56,51,51,50,58,50,57,75,73,53,58,55,60,58,59,53,65,64,66,71,53,63,60,27,60,57,53,61,56,73,25,52,53,59,68,49,51,68,55,57,62,62,61
